,game_id,inning,batting_team,batter,pitch_sequence,event_text,ejection_flag,ejectee,job_code,ump_id,reason
9935,BAL200108300,6,1,hairj002,BFBCFX,9/F9,ej,moram002,P,welkb901,Balls and strikes
2823,BOS200105100,5,0,guilc001,FBFX,S/89.1-H;B-2(THH),ej,varij001,P,wegnm901,Call at HP (bumped umpire)
2824,BOS200105100,5,0,guilc001,FBFX,S/89.1-H;B-2(THH),ej,willj107,M,wegnm901,Call at HP
3475,BOS200105250,6,0,stews002,FBSBC,K/C,ej,stews002,P,timmt901,Balls and strikes
5911,BOS200106240,8,0,stews002,CFFFBFFBFFBS,K,ej,stews002,P,guccc901,Checked swing
8796,BOS200108050,7,1,everc001,FBCC,K/C,ej,everc001,P,welkb901,Called third strike (threw bat)
9417,BOS200108160,6,1,offej001,BCBBCFFFS,K,ej,offej001,P,bellw901,Balls and strikes
9859,BOS200108190,4,1,bichd001,FFFX,54(1)/FO,ej,murre001,C,rapue901,Catch/trap call
926,CHA200104110,9,0,cruzj003,CFBFC,K/C,ej,manuc101,M,froeb901,Called third strike
1998,CHA200104270,9,1,konep001,BBCCS,K,ej,konep001,P,craft901,Balls and strikes
4126,CHA200106030,10,0,palmd002,FSBC,K/C,ej,garnp001,M,bonig901,Called third strike
4127,CHA200106030,10,0,palmd002,FSBC,K/C,ej,palmd002,P,bonig901,Called third strike
4559,CHA200106100,3,0,sosas001,H,HP,ej,manuj101,M,wendh902,Reversal of call
9640,CHA200108190,4,1,johnm003,CFBX,9/F9,ej,manuj101,M,fichm901,Balls and strikes
10149,CHA200109020,4,0,vizqo001,X,8/F8,ej,frymt001,P,rungb901,Balls and strikes
11067,CHA200109180,6,1,johnm003,CFFBX,S9,ej,pettg001,C,wintm901,Fair/foul call
11072,CHA200109180,6,1,durhr001,BCBSBFS,K,ej,durhr001,P,wintm901,Fair/foul call
11343,CHA200109200,9,1,liefj001,CX,4(1)3/GDP,ej,zimmd101,C,drakr901,Bench jockeying
11860,CHA200109230,2,1,lee-c001,FSBBBS,K,ej,nippa001,C,onorb901,Arguing length of visit to mount
126,CHN200104020,8,1,mattg002,BBCBB,W,ej,barrm003,P,reedr901,Balls and strikes (while catching)
2760,CHN200105170,4,0,ausmb001,FCBBBFC,K/C,ej,ausmb001,P,barrt901,Balls and strikes
6858,CHN200107240,4,0,kendj001,BBCFBX,63/G,ej,kendj001,P,wolfj901,Call at 1B
7774,CHN200108070,9,0,bonib001,BX,8/F8,ej,glyng801,C,herna901,Call at HP
7835,CHN200108070,7,0,butlb002,CBCFX,8/F8,ej,Steve McMichael,N,herna901,Threatening the umpires (after singing)
9430,CHN200108230,5,1,youne001,BFFX,43/G,ej,youne001,P,monte901,Call at 1B
10161,CHN200108280,12,0,gonza002,BBCSFBC,K/C,ej,gonza002,P,kulpr901,Called third strike
10469,CHN200108300,9,0,fox-a001,CBBCBFC,K/C,ej,fox-a001,P,fostm901,Called third strike
11409,CHN200109280,7,0,merco002,CBCFC,K/C,ej,merco002,P,barrm901,Called third strike
925,CIN200104180,8,1,yound001,X,8/L8,ej,tuckm001,P,davig901,Fan interference call
1182,CIN200104210,3,0,paytj001,BFCFX,FC6/R4.3-H(UR);1X2(6E4);B-1,ej,boonb001,M,drakr901,Call at 2B
4020,CIN200105280,7,0,hundt001,BSSBS,K,ej,hundt001,P,gormb901,Check swing
4672,CIN200106160,2,1,reesp001,BCCBBC,K/C,ej,reesp001,P,emmep901,Called third strike
7629,CIN200107170,2,0,ceder001,CCS,K,ej,ceder001,P,cousd901,Balls and strikes
2167,CLE200104290,8,1,alomr001,CFFFC,K/C,ej,alomr001,P,schrp901,Balls and strikes
2821,CLE200105120,9,0,grieb001,CBCBBC,K/C,ej,mcrah001,M,wintm901,Before game; continued yesterday's argument
3315,CLE200105230,6,1,burke001,BFBBFFX,7/F7,ej,manuc101,M,herna901,Fair/foul on HR
3960,CLE200105270,6,1,cordw001,BCBBFS,K,ej,zimmd101,C,clara901,Bench jockeying
5131,CLE200106190,9,1,diaze002,BBCX,64(1)/FO,ej,hawkl001,P,scotd901,Balls and strikes
5263,CLE200106200,4,1,cordm001,BCBSBS,K,ej,uhlat101,C,fleta901,Call at 1B
7612,CLE200107230,9,0,valej003,BCFFC,K/C,ej,valej003,P,barrt901,Balls and strikes
8454,CLE200108020,3,1,taube001,CCBBS,K,ej,manuc101,M,coope901,Bench jockeying
8616,CLE200108030,3,1,taube001,CBCFS,K,ej,perrg001,C,reynj901,Balls and strikes
9498,CLE200108150,2,1,vizqo001,BCX,3/G,ej,molip001,C,diazl901,Call at 1B
10478,CLE200108300,3,1,thomj002,X,53/G,ej,coned001,P,randt901,Bench jockeying
12381,CLE200109290,7,1,frymt001,CBFFX,63/G,ej,molip001,C,hirsm901,Balls and strikes
12471,CLE200109300,9,1,frymt001,CSFBX,S7.3-H;2-H;1-2,ej,molip001,C,kulpr901,Balls and strikes
224,COL200104040,2,1,hollt001,BCBX,3/G,ej,bonib001,P,bonig901,Balls and strikes (from bench)
1924,COL200104260,3,1,hollt001,CBBCX,13/G,ej,bellb001,M,dimum901,Checked swing
2241,COL200104280,2,1,peren001,,BK.1-2,ej,boonb001,M,wendh902,Balk call
2292,COL200104280,6,0,boona001,BSCS,K,ej,boona001,P,wendh902,Balls and strikes (threw bat)
4389,COL200106020,1,1,heltt001,CFBX,54(1)/FO,ej,hurdc001,C,coope901,Call at 3B
4745,COL200106050,5,1,pierj002,X,7/F7,ej,dierl101,M,spiep901,Checked swing
4963,COL200106060,9,0,hidar001,CX,E6/TH1,ej,bellb001,M,joycj901,Call at 1B
5260,COL200106080,9,0,mcgwm001,BB,OA.3XH(21),ej,vinaf001,P,diazl901,Call at HP (to end game)
6920,COL200106250,8,1,heltt001,CFBBFX,8(B)4(2)/LDP,ej,bellb001,M,reynj901,Call at 2B
11312,COL200109080,2,1,jennj001,SBX,6/P6,ej,hurdc001,C,barrt901,Balls and strikes
11462,COL200109090,1,1,ortij003,BBSX,8/F8,ej,hurdc001,C,drakr901,Balls and strikes
11466,COL200109090,1,1,walkl001,BCBCBC,K+SB2/C,ej,bellb001,M,drakr901,Balls and strikes
11467,COL200109090,1,1,walkl001,BCBCBC,K+SB2/C,ej,walkl001,P,drakr901,Balls and strikes
1452,DET200104250,6,1,higgb001,BX,8/F8,ej,garnp001,M,scotd901,Arguing failure to call HBP
2240,DET200105080,8,1,ceder001,BFFBBC,K/C,ej,ceder001,P,meric901,Called third strike
6819,DET200107070,7,1,fickr001,CSBFFS,K,ej,mansd801,C,barrt901,Balls and strikes
1632,FLO200105010,5,1,floyc001,CX,6/L6,ej,floyc001,P,dimum901,Balls and strikes
3290,FLO200105210,8,1,floyc001,CSBFBX,9/F9,ej,wilsp002,P,coope901,Balls and strikes
3407,FLO200105220,6,0,veraq001,CCBBBFFC,K/C,ej,cox-b103,M,gormb901,Balls and strikes
8688,FLO200108220,3,1,lowem001,FBSBBFX,S7.2-H;B-2(THH),ej,tracj101,M,everm901,Call at HP
11261,FLO200109270,5,1,millk005,BFX,9/F9,ej,cox-b103,M,tscht901,Balls and strikes
452,HOU200104050,6,0,jenkg001,BFBFC,K/C,ej,jenkg001,P,dimum901,Balls and strikes
453,HOU200104050,6,0,jenkg001,BFBFC,K/C,ej,loped001,M,dimum901,Balls and strikes
6808,HOU200107150,1,0,diaze002,CFBBX,7/F7,ej,spilh001,C,randt901,Balls and strikes
7202,HOU200107170,6,0,colob001,SSS,K,ej,colob001,P,fleta901,Throwing at batter
8399,HOU200108010,7,0,ordor001,CFBX,63/G,ej,valeb102,M,davig901,Call at 1B
8978,HOU200108050,3,1,ausmb001,BBH,HP,ej,brocd001,P,hollm901,Bench jockeying
10299,HOU200108290,4,0,castj004,BBBCCX,S4/G4M.2XH(42);1-2,ej,oestr001,C,wintm901,Call at HP
332,KCA200104080,1,1,sweem002,BFBBX,53/G.3-H;2-3,ej,whitj001,C,millb901,Call at HP
5823,KCA200106240,1,0,loftk001,CFC,K/C,ej,loftk001,P,drakr901,Called third strike
6771,KCA200107080,1,1,sancr001,BBFFH,HP,ej,dierl101,M,nelsj901,Intentional HBP
6772,KCA200107080,1,1,sancr001,BBFFH,HP,ej,elars001,P,nelsj901,Intentional HBP
7181,KCA200107190,9,0,lampt001,SBFFS,K,ej,bailc001,P,joycj901,Throwing at batter
7182,KCA200107190,9,0,lampt001,SBFFS,K,ej,muset101,M,joycj901,Throwing at batter
8035,KCA200108070,9,1,quinm001,FFBS,K,ej,andeb001,P,timmt901,Balls and strikes
8201,KCA200108080,2,0,hairj002,CBFC,K/C,ej,hairj002,P,millb901,Balls and strikes
8531,KCA200108100,6,1,beltc001,BCBFX,D9,ej,mansd801,C,fichm901,Bench-clearing brawl
8532,KCA200108100,6,1,beltc001,BCBFX,D9,ej,nippa001,C,fichm901,Bench-clearing brawl
8533,KCA200108100,6,1,beltc001,BCBFX,D9,ej,sweem002,P,fichm901,Bench-clearing brawl
9874,KCA200108260,5,0,ortid001,CSBBBC,K/C,ej,ortid001,P,schrp901,Balls and strikes
1235,LAN200104210,4,1,bocah001,BBCFX,63/G,ej,bochb002,M,dimum901,Fan interference call
1437,LAN200104220,9,1,reboj001,CBX,HR/7.3-H(UR);1-H,ej,bochb002,M,dimum901,Fan interference non-call
4492,LAN200106090,7,0,joynw001,SBBFC,K/C,ej,joynw001,P,cuzzp901,Balls and strikes
5051,LAN200106120,7,1,shefg001,CFBBFBC,K/C,ej,shefg001,P,culbf901,Balls and strikes
6361,LAN200107040,1,1,grism001,CCBC,K/C,ej,grism001,P,hudsm901,Called third strike
9559,LAN200108180,5,0,piazm001,CX,D7/7D.3-H;2-H;1XH(752),ej,valeb102,M,marqa901,Call at HP
11067,LAN200109190,7,1,belta001,X,16(1)/FO,ej,hoffg001,C,fostm901,Call at 2B
11793,LAN200109230,1,1,shefg001,BBCFS,K/DP.2XH(21);1-2(PB),ej,shefg001,P,buckc901,Call at HP
1123,MIL200104140,1,1,jenkg001,BBFSFS,K,ej,loped001,M,drakr901,Balls and strikes
3828,MIL200105230,8,1,burnj001,FBBFX,5/P5,ej,larut101,M,fichm901,Balls and strikes
3986,MIL200105240,9,0,robik002,FBFBBFFFX,8/F8,ej,dejem001,P,cousd901,Throwing behind batter
3992,MIL200105240,9,0,edmoj001,BBCFBC,K/C,ej,edmoj001,P,cousd901,Called third strike (threw bat)
5128,MIL200106160,4,0,beltc001,BBCBFFFC,K/C,ej,beltc001,P,cedeg901,Called third strike
6081,MIL200107030,8,1,houst001,SCX,S8.2XH(82),ej,larut101,M,barrt901,Balls and strikes
6471,MIL200107120,3,0,piera001,CBX,8/F8,ej,loped001,M,welkb901,Catcher's interference non-call
12120,MIL200110040,1,1,sexsr001,BCSBFX,43/G,ej,duncd101,C,tscht901,Balls and strikes
1310,MIN200104180,8,1,kielb001,X,D7.1-H,ej,muset101,M,coope901,Arguing double
5327,MIN200106120,2,1,jonej003,X,43/G,ej,dierl101,M,iassd901,Call at 1B
5591,MIN200106140,5,1,huntt001,H,HP,ej,hayec001,P,hudsm901,Brawl
10105,MIN200108290,5,1,rival001,BX,63/G,ej,michc001,P,shulj901,Balk
11112,MIN200109200,9,1,ortid001,CFBBFFX,13/G,ej,madlb001,C,reedr901,Balls and strikes
1963,MON200105040,5,0,bagwj001,X,HR/7.2-H;1-H,ej,alouf101,M,roe-r901,Fair/foul call on HR
2750,MON200105170,8,0,shefg001,BCSBC,K/C,ej,shefg001,P,wendh902,Balls and strikes
4573,MON200106060,2,1,blumg001,CFN,BK.1-2,ej,cox-b103,M,iassd901,Balk call
6938,MON200107160,9,1,guerv001,CCS,K,ej,guilo001,C,gibsg901,Balls and strikes
7121,MON200107170,9,1,barrm003,BCCX,13/G,ej,guilo001,C,danlk901,Continued yesterday's argument at pregame meeting
7227,MON200107170,8,0,hatts001,BCX,31/G.2-3,ej,willj107,M,drakr901,Call at 1B
7335,MON200107180,4,1,cabro001,BCBCX,63/G,ej,vukoj101,C,herna901,Call at 1B
12600,MON200109270,7,0,zeilt001,CFC,K/C,ej,valeb102,M,wegnm901,Called third strike
12601,MON200109270,7,0,zeilt001,CFC,K/C,ej,zeilt001,P,wegnm901,Called third strike
2215,NYA200104290,5,1,oneip001,CBFFBS,K,ej,oneip001,P,buckc901,Balls and strikes (threw equipment)
3112,NYA200105130,9,1,bross001,CFBBFC,K/C,ej,bross001,P,everm901,Called third strike
5973,NYA200106290,7,0,difem001,SFBFC,K/C,ej,difem001,P,rapue901,Called third strike
7311,NYA200107220,8,1,knobc001,FH,HP,ej,torrj101,M,drakr901,Warning to pitchers
7312,NYA200107220,8,1,knobc001,FH,HP,ej,bevit801,C,drakr901,Intentional HBP
7313,NYA200107220,8,1,knobc001,FH,HP,ej,martb001,M,drakr901,Intentional HBP
7314,NYA200107220,8,1,knobc001,FH,HP,ej,michc001,P,drakr901,Intentional HBP
8600,NYA200108040,5,0,gil-b001,FX,64(1)3/GDP,ej,sciom001,M,eddid901,Call at 1B
81,NYN200104090,5,0,millk004,SSBBS,K,ej,cox-b103,M,reynj901,Argued batter bunted at ball
968,NYN200104160,4,0,bradm001,CSBFBC,K/C,ej,bradm001,P,craft901,Balls and strikes
1748,NYN200105020,6,1,paytj001,H,HP.2-3;1-2,ej,limaj001,P,demud901,Intentional HBP
1749,NYN200105020,6,1,paytj001,H,HP.2-3;1-2,ej,paytj001,P,demud901,Charging mound after Intentional HBP
3285,NYN200105240,5,1,agbab001,BBCH,HP.3-H(UR);2-3;1-2,ej,nunev001,P,cuzzp901,Intentional HBP
3286,NYN200105240,5,1,agbab001,BBCH,HP.3-H(UR);2-3;1-2,ej,bolej801,M,cuzzp901,Intentional HBP
4826,NYN200106180,1,0,guerv001,BFCBC,K/C,ej,guerv001,P,eddid901,Called third strike
7270,NYN200107180,4,1,appik001,LBBBX,FC6.2X3(62);B-1,ej,peret001,M,danlk901,Call at 3B (reversed)
11247,NYN200109210,8,1,shint001,BX,63/G,ej,karss001,P,kulpr901,Balls and strikes
11615,NYN200109230,11,1,ventr001,BFCBBC,K/C,ej,ventr001,P,hirsm901,Called third strike
1169,OAK200104140,4,0,rodri001,BSSC,K/C,ej,rodri001,P,diazl901,Balls and strikes
2702,OAK200105160,10,0,bross001,BX,S8,ej,howea001,M,nelsj901,Fair/foul call
4577,OAK200106100,9,0,santb001,BBCCC,K/C,ej,santb001,P,roe-r901,Balls and strikes
7636,OAK200107260,9,0,hockd001,BBCH,HP,ej,lidlc001,P,emmep901,Bench jockeying after HBP
8164,OAK200108070,4,1,hernr002,BSBCFC,K/C,ej,hernr002,P,danlk901,Balls and strikes
9290,OAK200108220,6,1,menef001,CX,63/G,ej,manuc101,M,culbf901,Balls and strikes
9942,OAK200108260,6,0,ceder001,,BK.1-2,ej,hilje001,P,guccc901,Balk
437,PHI200104080,8,0,youne001,BCCX,13/G,ej,youne001,P,coope901,Balls and strikes
6483,PHI200107130,8,1,lee-t002,FH,HP,ej,fileb001,P,cedeg901,Intentional HBP
6484,PHI200107130,8,1,lee-t002,FH,HP,ej,martb001,M,cedeg901,Intentional HBP
6608,PHI200107140,6,1,lee-t002,CBX,8/F89,ej,bowal001,M,iassd901,Balls and strikes
7278,PHI200107200,2,0,piazm001,BBBCSFX,63/G,ej,piazm001,P,packs901,Call at 1B
9084,PHI200108210,6,1,lee-t002,FSBB,CS2(26),ej,bowal001,M,iassd901,Call at 2B
9721,PHI200108250,7,0,gonzl001,FBCX,4/P4,ej,bowal001,M,millb901,Call at HP
10658,PHI200109030,8,0,ordor001,BBCCFC,K/C,ej,ordor001,P,randt901,Called third strike
11422,PHI200109190,6,0,jordb001,X,FC5.2X3(5);B-1,ej,cox-b103,M,mealj901,Call at 3B
11536,PHI200109200,2,0,camik001,BSBBCB,W,ej,cox-b103,M,barrm901,Balls and strikes
12079,PHI200109230,9,1,andem003,CLBFFC,K/C,ej,andem003,P,welkb901,Called third strike
12080,PHI200109230,9,1,andem003,CLBFFC,K/C,ej,bowal001,M,welkb901,Called third strike
5662,PIT200106260,7,1,kendj001,CBX,63/G,ej,mccll001,M,reedr901,Call at 1B
6757,PIT200107170,9,1,redmt001,FSBFX,1/G,ej,clarj001,C,hirsm901,Balls and strikes
2769,SDN200105090,6,1,magad001,CBBFBC,K/C,ej,magad001,P,mealj901,Balls and strikes
5079,SDN200106150,7,1,peres001,BFBCX,8/F8,ej,bochb002,M,randt901,Balls and strikes
7830,SDN200107190,7,1,klesr001,SBBH,HP,ej,broht001,P,mcclt901,Intentional HBP
12121,SDN200110040,6,1,nevip001,CCS,K,ej,nevip001,P,everm901,Balls and strikes
402,SEA200104040,5,1,olerj001,IIII,IW,ej,perrg001,C,danlk901,Balls and strikes (from bench)
668,SEA200104170,9,0,rodri001,CX,53/G,ej,oatej101,M,morrd901,Balls and strikes
2607,SEA200105160,2,1,mclem001,CBBCBFC,K/C,ej,mclem001,P,relic901,Called third strike
3971,SEA200106020,5,0,johnr006,BBFBFX,9/FL/FINT,ej,mcrah001,M,higgs901,Fan interference call
6268,SEA200107130,7,1,belld002,CFBC,K/C,ej,belld002,P,drakr901,Called third strike
9510,SEA200108250,9,0,loftk001,BBX,S9,ej,rhoda001,P,mcclt901,Arguing with Omar Vizquel
1482,SFN200104240,6,0,larkb001,CCBX,3E1/G,ej,kentj001,P,timmt901,Call at 1B
3000,SFN200105110,4,1,kentj001,CBFBC,K/C,ej,kentj001,P,welkt901,Balls and strikes
6127,SFN200106250,7,0,kreuc001,CBBFBC,K/C,ej,kreuc001,P,marqa901,Balls and strikes
6726,SFN200106300,7,1,benam001,FSC,K/C,ej,benam001,P,millb901,Called third strike
8205,SFN200107220,6,0,gonzl001,BBBCX,4/P4,ej,zerbc001,P,katzt901,Balls and strikes
9119,SFN200108050,4,0,persr001,CBCFS,K,ej,santb001,P,fleta901,Telling umpire to throw ball to pitcher
405,SLN200104120,7,1,vinaf001,H,HP,ej,bellb001,M,craft901,Arguing HBP call
2248,SLN200104280,7,1,drewj001,X,HR/8,ej,wendt001,P,kulpr901,Throwing at batter
2320,SLN200104280,11,0,zeilt001,H,HP,ej,valeb102,M,kulpr901,Argued for ejection after HBP
2410,SLN200104290,2,1,edmoj001,CBX,S7.2-H;1-3;B-2(THH),ej,piazm001,P,bellw901,Call at HP
2720,SLN200105080,4,0,belld001,BBCSX,2/BG/BINT.1-1,ej,mccll001,M,barrt901,Interference call
3462,SLN200105130,1,1,edmoj001,CBBBFC,K/C,ej,acoso801,C,tscht901,Balls and strikes
3631,SLN200105280,1,0,jenkg001,FFH,HP,ej,burnj001,P,mckej901,Confrontation with LaRussa
3632,SLN200105280,1,0,jenkg001,FFH,HP,ej,bonib001,P,mckej901,Slapped Burnitz in face
3633,SLN200105280,1,0,jenkg001,FFH,HP,ej,larut101,M,mckej901,Confrontation with Burnitz
5183,SLN200106170,3,1,mcgwm001,BSBBCC,K/C,ej,mcgwm001,P,everm901,Called third strike
7131,SLN200107140,6,0,higgb001,FBBFBC,K/C,ej,garnp001,M,cuzzp901,Called third strike
7132,SLN200107140,6,0,higgb001,FBBFBC,K/C,ej,higgb001,P,cuzzp901,Called third strike
7869,SLN200107210,4,1,mcgwm001,CFC,K/C,ej,mcgwm001,P,timmt901,Called third strike
8603,SLN200108010,5,1,mathm001,BX,53/G,ej,cox-b103,M,wendh902,Balls and strikes
8704,SLN200108020,1,1,pujoa001,BCX,9/F9S,ej,cox-b103,M,wolfj901,Balls and strikes
9369,SLN200108050,7,1,polap001,CFBX,63/G,ej,larut101,M,carlm901,Balls and strikes
9651,SLN200108140,8,0,yound001,CCS,K,ej,yound001,P,hollm901,Balls and strikes
9900,SLN200108160,4,1,mcgwm001,CBSC,K/C,ej,mcgwm001,P,timmt901,Called third strike
10427,SLN200108190,8,1,edmoj001,BCFH,HP,ej,mesaj001,P,barkl901,Intentional HBP
2106,TBA200105050,8,0,branr001,SFBX,7/SF.3-H,ej,juddm001,P,dimum901,Throwing at Einar Diaz after warning
2107,TBA200105050,8,0,branr001,SFBX,7/SF.3-H,ej,mcrah001,M,dimum901,Mike Judd threw at Diaz after warning
2118,TBA200105050,8,1,flahj001,CBBX,9/L9,ej,difem001,P,dimum901,Balls and strikes (not in game)
10069,TBA200108300,8,1,vaugg001,BCSBC,K/C,ej,vaugg001,P,coope901,Called third strike
12019,TBA200110060,7,0,wilse001,BCCC,K/C,ej,wilse001,P,wintm901,Called third strike
2156,TEX200105050,9,0,ordom001,CCBC,K/C,ej,ordom001,P,fostm901,Balls and strikes
3473,TEX200105290,2,1,greer001,SSFBBS,K,ej,johnl101,C,crawj901,Arguing attempted bunt
4298,TEX200106030,5,1,rodra001,BBX,63/G,ej,narrj001,M,gibsg901,Call at 1B
6497,TEX200107120,4,1,rodra001,BBSFFBX,13/G,ej,bellb001,M,scotd901,Balls and strikes
7795,TEX200107260,7,0,hairj002,CBFX,36(1)/FO.2-3,ej,hargm001,M,randt901,Call at 2B
12449,TEX200109240,9,0,guilc001,FBCC,K/C,ej,guilc001,C,barrm901,Called third strike
12567,TEX200109250,5,1,cataf001,CX,63/G,ej,cataf001,P,froeb901,Balls and strikes
1105,TOR200104170,4,1,gonza001,BSB,SB2,ej,torrj101,M,mealj901,Call at 2B
5891,TOR200106130,4,0,veraq001,BBBCX,D7.1XH(762),ej,cox-b103,M,reedr901,Call at HP
5892,TOR200106130,4,0,veraq001,BBBCX,D7.1XH(762),ej,helmw001,P,reedr901,Call at HP
10822,TOR200109030,9,0,posaj001,BCFBC,K/C,ej,posaj001,P,fleta901,Called third strike
1709,ANA200204170,3,1,fullb001,BSX,8/F8,ej,acoso801,C,marqa901,Balls and strikes
5563,ANA200206120,4,0,wilsj002,CX,53/G,ej,mccll001,M,reedr901,Call at 1B
5576,ANA200206120,5,1,spies001,X,S9.2XH(92)#,ej,virdb101,C,tscht901,Call at 1B
7837,ANA200207250,7,1,kenna001,SSC,K/C,ej,kenna001,P,fostm901,Called third strike
2010,ARI200205030,8,0,wilkb002,CBSC,K/C,ej,wilkb002,P,vanol901,Called third strike
2376,ARI200205050,8,1,bautd001,FCBC,K/C,ej,bautd001,P,diazl901,Called third strike
2377,ARI200205050,8,1,bautd001,FCBC,K/C,ej,brenb001,M,diazl901,Called third strike
3104,ARI200205170,6,1,durae001,BSBCBX,HR/9.1-H,ej,bowal001,M,randt901,Bumping umpire (Threw hat)
3590,ARI200205210,7,0,bondb001,CCBBBC,K+CS2(26)/DP/C,ej,baked002,M,hohnb901,Called third strike
3591,ARI200205210,7,0,bondb001,CCBBBC,K+CS2(26)/DP/C,ej,santb001,P,hohnb901,Balls and strikes
4134,ARI200205250,7,0,lodup001,BBBCX,D7/7D,ej,brenb001,M,gibsg901,Call at HP
5181,ARI200206150,4,1,milld002,CCS,K,ej,rettm101,C,wegnm901,Balls and strikes
8718,ARI200208070,2,1,finls001,BCX,43/G,ej,cox-b103,M,herna901,Balls and strikes
8773,ARI200208070,7,1,bellj001,BFFBBX,13/G,ej,mazzl801,C,herna901,Balls and strikes
9523,ARI200208200,8,1,moelc001,BBFBX,9/L9,ej,boonb001,M,eddid901,Balls and strikes
12331,ARI200209260,7,0,butlb002,SCC,K/C,ej,butlb002,P,westj901,Called third strike
2111,ATL200204260,3,0,ausmb001,FCH,HP.1-2,ej,cox-b103,M,welkb901,HBP
3110,ATL200205100,6,1,castv001,BFH,HP,ej,cox-b103,M,timmt901,HBP
3264,ATL200205110,6,0,cruzd001,CBSC,K/C,ej,cruzd001,P,timmt901,Balls and strikes
10718,ATL200209070,5,1,jonea002,BSH,HP.1-2,ej,ohkat001,P,bellw901,Intentional HBP
10744,ATL200209070,7,0,wilkb002,H,HP,ej,cox-b103,M,bellw901,Intentional HBP
10745,ATL200209070,7,0,wilkb002,H,HP,ej,hammc001,P,bellw901,Intentional HBP
11046,ATL200209100,5,1,shefg001,H,HP.1-2,ej,astap001,P,randt901,Intentional HBP
12314,ATL200209220,6,1,blanh001,H,HP,ej,tavaj001,P,darlg901,Intentional HBP
3961,BAL200206020,8,1,bordm001,CFFC,K/C,ej,bordm001,P,danlk901,Called third strike
3962,BAL200206020,8,1,bordm001,CFFC,K/C,ej,hargm001,M,danlk901,Balls and strikes; between innings
4208,BAL200206080,6,1,mattg002,X,63/G,ej,hargm001,M,guccc901,Call at 2B
4820,BAL200206120,6,1,moram002,BCCS,K,ej,moram002,P,iassd901,Balls and strikes
5273,BAL200206270,8,1,hairj002,BCCFBC,K/C,ej,hairj002,P,fostm901,Called third strike
6693,BAL200207190,2,1,hairj002,BCCX,E5/TH1.1-3;BX1(3),ej,hairj002,P,westj901,Call at 1B
9444,BAL200208250,6,0,hudso001,BH,HP,ej,johnj007,P,spiep901,Intentional HBP
9554,BAL200209030,1,0,palmr001,BFBCBC,K/C,ej,myeta001,P,hirsm901,Threw behind batter
91,BOS200204010,3,1,offej001,CBX,46(1)/FO,ej,rojac101,C,cousd901,Call at 3B
897,BOS200204130,6,1,clart002,CFX,64(1)/FO,ej,clont101,C,culbf901,Balls and strikes
7565,BOS200207280,4,0,mattg002,H,HP,ej,mattg002,P,marsr901,Inciting bench-clearing brawl
7566,BOS200207280,4,0,mattg002,H,HP,ej,robew001,P,marsr901,Bench-clearing brawl
7567,BOS200207280,4,0,mattg002,H,HP,ej,clont101,C,marsr901,Bench-clearing brawl
10134,BOS200209060,5,1,floyc001,FBBCS,K,ej,floyc001,P,herna901,Balls and strikes
11472,BOS200209180,7,0,bradm001,BCCBFC,K/C,ej,bradm001,P,fleta901,Balls and strikes
11607,BOS200209270,2,1,ramim002,BBBCFC,K/C,ej,ramim002,P,reedr901,Called third strike (threw helmet)
2599,CHA200205150,7,0,rodra001,CCX,131/G,ej,rodra001,P,dimum901,Bumping umpire
3405,CHA200205250,1,1,loftk001,CCBBX,D9,ej,pujol001,M,danlk901,Arguing runner missed 1B on double
6299,CHA200207030,6,1,thomf001,BFSC,K/C,ej,thomf001,P,diazl901,Balls and strikes
6409,CHA200207040,9,1,loftk001,FX,8/F8,ej,higgb001,P,marsr901,Fan interference (position of runner)
7073,CHA200207220,6,0,piera001,BH,HP,ej,biddr001,P,wendh902,Intentional HBP
7074,CHA200207220,6,0,piera001,BH,HP,ej,manuj101,M,wendh902,Intentional HBP
10706,CHA200209170,4,0,pellk001,X,8/F8D,ej,maynb001,P,crawj901,Balls and strikes
2442,CHN200205080,3,1,mcgrf001,CBX,43/G,ej,oquej001,C,shulj901,Balk non-call
3833,CHN200206010,1,1,mcgrf001,X,6/P6,ej,rothl101,C,nelsj901,Balls and strikes
4364,CHN200206150,8,1,deshd001,FCBBC,K/C,ej,deshd001,P,gibsg901,Balls and strikes
4472,CHN200206160,4,0,loftk001,BSSBC,K/C,ej,loftk001,P,wintm901,Balls and strikes
8957,CHN200208120,6,0,ausmb001,BBX,S/89.2-H;1-H,ej,woodk002,P,carlm901,Balls and strikes
8982,CHN200208120,7,1,gonza001,H,HP,ej,oswar001,P,carlm901,Intentional HBP
9886,CHN200208180,6,1,aloum001,FBBX,8/F8S,ej,kimmb101,M,fleta901,Balls and strikes
317,CIN200204030,9,0,hundt001,CH,HP,ej,pinel001,P,everm901,Intentional HBP
2936,CIN200205080,7,1,taylr001,X,HR/9.2-H,ej,mallb002,P,tscht901,Throwing at Austin Kearns
8078,CIN200207230,8,1,laruj001,BSX,54(1)3/GDP,ej,manzj001,P,marsr901,Cursing umpire
8740,CIN200208010,9,1,dunna001,H,HP,ej,gagne001,P,iassd901,Intentional HBP
8741,CIN200208010,9,1,dunna001,H,HP,ej,tracj101,M,iassd901,Intentional HBP
11763,CIN200209100,6,1,guilj001,BBBFX,64(1)3/GDP,ej,willm005,P,hudsm901,Balls and strikes
